Job Title,Job Ratings,time,JobStatus,Pros,Cons
Engineering manager,5.0,"Sep 11, 2012","Current employee, more than 5 years","Great perks/benefits
Opportunities to do impactful work, learn a lot and try different things out all the time. 
Fun, casual work environment. 
Working alongside super smart people solving problems that effect billions of people worldwide.","Demographic skews young and inexperienced. 
Can be a little chaotic at times, disorganized approach to product development. 
Easy to get lost in the sea of work that has to be done."
Analytical lead,3.0,"May 9, 2013","Current employee, more than 3 years","- very international team
- nice office with good benefits (free food and lunch, gym)","- very high volume of work
- very political;
- talended people are not rewarded; 
- no careers opportunities
- no life/balance (you need to go out every week to be promoted)"
Product manager,5.0,"Jun 16, 2013","Current employee, more than 3 years","Excellent work environment, great perks, great people, changing society and technology, very innovative, trusting workplace. If you get bored with a project, the company has a million other cool and exciting things you can work on instead.","It's a large company, so there is some (fairly minor) bureaucracy.  Otherwise no major concerns or qualms with the company."
Account manager,4.0,"Jul 11, 2013","Current employee, more than 3 years",Work/Life balance is very good. Compensation is good and the people are really fun to work with,"Senior Management is hiring less fun people, too corporate. Opportunities to grow are limited, it's better to start somewhere else and join Google after 5 years at a higher level"
Operations specialist,5.0,"Dec 5, 2013","Current employee, more than 1 year",The best part about working at google is the culture. Everyone is friendly and amazingly smart which  has inspired me to be innovative in the way I approach projects.,The only downside for working at Google is being surrounded by delicious free food which i always want to eat. I've gained some weight while working here but at least they have gyms to help you burn it off.
Technical specialist,3.0,"Feb 22, 2014","Former employee, more than 1 year","Resume building, energy of company perks are so so.,","Arrogant employees, better than thou, work you to exhaustion and are never honest about performance"
Compensation analyst,5.0,"Mar 10, 2014","Former employee, more than 3 years","Eager, go-getters get noticed, encouraged and rewarded. If you are smart, confident and outgoing, it's a great environment.","If you're not good at self-promotion or awkward in large groups, it can be easy to get lost in the crowd."
Anonymous employee,3.0,"Mar 17, 2014","Former employee, more than 5 years","Benefits, Compensation, cash to burn, pockets of innovation remain in the company. The founders are strong and are genuine.","Poor middle management, inexperience and arrogance made life very difficult. Too much time playing and not enough time delivering. Academic prejudice runs deep, politics and back-stabbing is the norm."
Software developer,4.0,"Nov 9, 2014",Current employee,"The perks - plenty of food, massages, shuttle, library, gifts, etc.  Extremely smart co-workers to learn from.  Lots of teams working on diverse projects, so you can switch things up every so often.  CEO and leadership has grand visions for the future of the company.","While the salary looks high, it actually isnt so great once you factor in taxes and housing prices of the Bay Area."
Product manager,5.0,"Jan 28, 2015","Current employee, more than 5 years","Respects its employees.
Truly cares about the impact it has on society, and the users.
Even after growing so large still inspire and cherish creativity.
Part of caring about the individual employee, strongly supports work-life balance.","Promotions are tricky and require a lot of work.
In some cases, does not manage low performers well or have a path for them out."
Program manager,4.0,"Mar 25, 2015","Current employee, more than 3 years","Salary is incredible, with annual bonus and stock grant refreshes. Benefits and perks are outstanding. You won't find a total compensation package this good anywhere else. Best of all, people look at you like you're a rock star when you tell them where you work.",If you're not working in Mountain View you have very little growth opportunity. You can end up on projects that you know nothing about and have no interest in.
Anonymous employee,5.0,"Apr 9, 2015",Current employee,A great place to work with an awesome team environment.  Great room for growth and development throughout entire organization.,There are really no Cons to speak of.  It is a very fun place to work.  Would recommend to anyone in human resources.
Anonymous employee,4.0,"Jun 2, 2015",Former employee,Great work life balance with adequate opportunity for career development and fun a a a a a a a,"Getting more corporate and political, a lot more red tape. Getting better though, I feel. Tends to employ overqualified people, quite often have to work overtime although work/life balance is important for them."
Anonymous employee,4.0,"Jun 4, 2015",Current employee,"I like that I have challenging projects to work on, and there is never a shortage of work
My colleagues are intelligent.
The famous perks are true, when you have the time to take advantage of it that is.
Work/Life balance","If you have a bad manager you're all-around screwed.
Certain colleagues can act elitist and seem snooty if you're not technical."
Anonymous employee,3.0,"Jun 22, 2015",Former employee,Amazing coworkers and perks. Loved coming in to work every day. It's a huge resume booster to work at Google.,It can feel like Disneyland with a dark side. They throw all these great perks and benefits at you but it covers up a cutthroat feel almost to it. Super high expectations that go up each quarter.
Anonymous employee,4.0,"Jul 17, 2015",Current employee,"1. people are nice, and you will become a nice guy.
2. you feel safe working in such a big company, never worried about being fired","1. Hard to find an interested project.
2. Not has as much freedom as before. You don't have 20% projects.
3. After getting familiar with all the great internal tools, it's possible you do not have the ability to work outside."
Anonymous employee,4.0,"Oct 8, 2015",Former employee,"Great benefits and with okay salary for business side as well. Just a little bit down from management consulting firms. Once you are in the Google network, it will be easy for you to find jobs elsewhere too and the connections won't die after you leave.",Could become a little bit political around promotion as most big companies. Job mobility can be attained around Mountainview but would be harder in other regions.
Anonymous employee,4.0,"Nov 19, 2015",Former employee,"One of the best companies you could ever hope to work for
The people are incredible
Great location","I saw a lot of hierarchical nonsense/ the promotion process seems to be very draining
Horrible communication between the intern team and the interns (there are just too many interns to be perfectly honest)"
Anonymous employee,4.0,"Dec 16, 2015",Former employee,Easy to recruiter folks when you have a big brand like Google behind you. My manager was generally available and was great about internal mobility.,"Google's hiring process is a bear, which made it very difficult as a recruiter. Making meaningful and non-trivial suggestions often fell on deaf ears."
Legal assistant,5.0,"Feb 25, 2016","Former employee, more than 1 year","Awesome benefits and ability to work remotely or from other offices, free food is a major plus as well",Most jobs are in MTV where cost of living is extremely high even when making almost $100K
Operations/customer support/project manager,5.0,"Apr 4, 2016","Former employee, more than 1 year","Freedom to get involve in many areas as you like, flexible schedules, great travel opportunities, great pay and benefits and working environment.",I worked at Google for 4 years and really do not have major complains about the environment. Only that I did run into a number of self-focused manager who would have done better to take care of their teams
Contracts manager,4.0,"May 20, 2016","Current employee, more than 1 year","1. Work on very interesting projects
2. Work with smart, interesting, and good people
3. Lots of perks-free food, gym, laundry, etc.
4. Very good health benefits
5. Excellent compensation","1. Work-life balance can be less than ideal in some teams. 
2. Traffic getting in and out of Mountain View campus is bad"
Managing director,5.0,"Jul 5, 2016","Former employee, more than 8 years",One of the best places to work in the world.  Founder insight into how to create the best job environment is incredible,Google is now a big company and you do not have the flexibility as years past.  Expected and any large company faces the same challenges.
Data center operations,5.0,"Jul 7, 2016","Current employee, more than 1 year","Learning opportunities when you daily work with the best people in their career field. The team is the best i've been a part of!

Good benefits/pay/work culture. Great team (co-workers and management). Management fully supports opportunities for professional growth and advancement.","Job ladder is kind of idiotic, but management is good enough to overcome this and make the situation work for most Technicians."
Software engineer,4.0,"Aug 29, 2016","Former employee, more than 3 years","It's Google, many interesting things to do there. Many opportunities to grow. Many perks and good smart colleagues.",The company culture is different from that of other countries. They are less relaxed and less centralized and some teams are very toxic.
Anonymous employee,3.0,"Nov 5, 2016",Current employee,"Collaborative environment, great benefits and perks, ability to give 360 feedback.","Many larger organizations within Google do not adhere to the company's philosophy for flat organizations, do not encourage work/life balance, and use rigorous process for reviews which seems to encourage turn-over for senior team members. This things makes it feel like the Google-way is a myth."
Software engineer,5.0,"Jan 30, 2017","Current employee, more than 5 years","Excellent culture, access to source code of most projects, open borders. You can work on virtually anything you find interesting, and job is incredibly rewarding.","the company is slowly, yet steadily becoming more conservative in approach. When I first joined Google, the company was bravely exploring unknown areas. Now we tend to focus on generating income.  Promising projects are being cancelled, people become less enthusiastic."
Smb account strategist,5.0,"May 26, 2017","Former employee, more than 1 year","People
Food
Massage chair
Heated toilets
Be part of a company that has so much impact on and in the world","Knowing you a cog in the wheel and that are replaceable 
Your job isn't incredibly challenging
You reach a point where compounding intelligence isn't a reality anymore
A lot of bureaucracy"
Anonymous employee,3.0,"Sep 5, 2017","Current employee, more than 5 years","Benefits are good. Free food, health care, etc.","Extremely saturated, hard to grow, very political.  You're just one of the many pawns to make money."
Anonymous employee,5.0,"Nov 14, 2017",Former employee,Lots of clever people and great opportunities to learn and move within Google,"Hard to feel impact of own contribution in such a large company. Can be a power struggle to go from one level to the next , but not unusual in most companies, you are just playing W
amongst the best"
Software engineer,4.0,"Dec 8, 2017","Former employee, more than 1 year","All necessities for working were provided. The people who designed the infrastructure, seriously have productivity in mind, but also have kept in mind the needs of the people. Coffee was available at any part of the building through little snack bars. A game center, perfect for when you need a break, but also a gym which most people tend to not use but is there if you wish.",Not much space for improvement
It field technician,5.0,"Mar 7, 2018","Current employee, more than 1 year","Working at Google is truly amazing. The best people, perks, and awesome company culture with lots of opportunities for growth.",Finding your way in a big company like Google can be a challenge. Seek others out and work together to forge your career.
Senior program manager,3.0,"Apr 24, 2018","Former employee, more than 5 years","- Flexible schedule
- Good pay, esp. with RSU/stock plan
- Good for starting your career
- Ability to move around within the company","- Gender definitely an issue
- Anyone not an engineer always treated as a second-rate citizen
- Lower pay for non-Engineer employees
- Unreasonably hard to move up
- Tendency to under-employ (PhDs hired in at entry level)
- Weak management/guidance structures - mentorship, etc. opportunities are slim"
Anonymous employee,5.0,"Apr 26, 2018","Current employee, more than 8 years",Working with top talent - both a challenge and learning opportunity - and making huge impact to the society and industry.,"Despite the workplace culture valuing work & life balance, the internal competition  etc. makes it difficult to pursue it."
Anonymous employee,4.0,"Oct 12, 2018",Former employee,"- working with some of the most talented and charismatic people in the world
- amazing perks, free everything
- fantastic offices with loads of brilliant break out spaces to be creative and focus","Nothing in life comes  for free, there's a reason that there's sleep pods
- lack of work life balance
- a lot of pressure
- no room to move up the ladder, at least not in the recruitment team"
Senior software engineer,4.0,"Jun 14, 2020","Current employee, more than 5 years","* Engineer-centric culture
* Lots of great engineers to work with
* Great tech infra you can work on, which accelerates your development
* Promotion ladder with clear requirements
* Good benefits","* Engineers overly seeking for new tech, sometimes neglecting the product UX
* Performance review / promotion is an important task for everyone, and it is consumes a considerable amount of time.
* Very inclusive culture which is tolerant to low-performers
* Tech dependencies sometimes makes development move slower"
Senior solutions consultant,5.0,"Mar 24, 2021","Current employee, more than 8 years","The company goes above and beyond to take care of it's employees. Everything from : 
1. Psychological Safety
2. Diversity and Inclusion
3. Pay Scale 
4. Employee Feedback
5. Perks

are some of the top reasons why it feels being privileged to work in this company.",None for me. I have been working in this company for 9 years and I can't find any reason that may have discouraged me to look for opportunities outside this company.
Senior software engineer,5.0,"May 12, 2021","Former employee, more than 5 years",Great place to work with good benefits and competitive compensation. Most roles do not require high levels of effort. Many smart peers.,"Career growth can slow down after the first 5 years, unless you want to work hard or play the game to get promoted. Most things are massively overengineered. High-value un-sexy projects are frequently overlooked and underfunded despite lip service to the contrary."
"Software engineer, tools and infrastructure",5.0,"May 16, 2021","Former employee, more than 5 years",Everyone I worked with was really on top of their stuff. The perks were amazing and there were a bunch of interesting internal communities to be a part of.,Sometimes it was tough to feel inspired when the scope of the work is so narrow. Performance reviews and the promotion process can be frustrating. There can be a lot of red tape and politics in between teams.
It resident,5.0,"Jun 9, 2021",Current employee,"Good for networking and people are here super smart. You appreciate everyday that you are working with amazing people.
Also doing a side project with other teams are priceless opportunities.","There are so many uncertainty in residency program. For rotation you might not get what you want but they can find you similar roles.
Also you might work a lot depending on how busy the day. During covid it was extremely busy for at least 5-6 months continuously."
Software engineer,4.0,"Oct 25, 2021","Current employee, more than 1 year",Room for innovation/self growth are major aspects of the workflow at google. They seem to be invested in long term growth and retention within the company.,"Long interview process, but it also held the ability to get streamlined if competitive offers were in play from other FAANG companies. 
Unlike smaller locations it’s easy to feel lost in the day to day, and short range on visibility given the vast amount of projects ongoing at any time."
"Account manager, online sales",3.0,"Feb 16, 2022","Former employee, more than 5 years","Good place to get experience working in a global company, a lot of really nice people, salary is good","Can be extremely toxic and political. By politics I mean how a lot of so-called people managers play power games that result in poor morale and inefficiency among ""lower level people"" (I heard this phrase directly from one of those managers)."
Anonymous employee,5.0,"Mar 25, 2022","Current employee, more than 1 year","All the great things you've heard about Google are true true true and actually it's a lot better than that! I can spend hours talking about this amazing workplace. A lot of autonomy to run projects, amazing compensation and benefits, best insurance, resources for health, good recognition and clear path to progression.",Nothing to say about this!
Network engineer,5.0,"Apr 13, 2022","Current employee, more than 3 years","- Great culture of respect
- Emphasis on the best engineering practices
- Being surrounded by nice and really smart people
- Big impact and being at the forefront of technology","- Culture puts a lot of weight on Promo and Performance processes
- Work can suck you in"
Associate product marketing manager,4.0,"May 18, 2022","Current employee, less than 1 year","- Certain teams/projects operate on a high level of scope to reach millions of people, you can't find that at many other companies

- Great WLB","- For lower level contributors, there aren't many pieces of the pie to own, generally you'll end up sharing work and responsibilities with many people

- Diversity is visible at lower levels of the company, but much less diverse at higher levels of thee company"
Senior account manager,4.0,"Jun 6, 2022",Current employee,"-Management generally consider employee feedback seriously and act upon it
-Great compensation
-Autonomy","-Few rotations approved in sales
-Level required for people management constantly being increased
-No sabbatical
-Only 4 weeks work from anywhere"
Project manager,4.0,"Jul 25, 2022","Current employee, more than 8 years","During WFH, the company provided stipends for purchasing office supplies. They also have expanded benefits since returning to the office.

Lots of opportunities, especially if you are interested in lateral moves","Large orgs, getting things done can feel slow
Globally diverse teams are great but teams haven’t nailed asynchronous communication so meetings are all day, everyday"
Senior software engineer,4.0,"Oct 29, 2009",Current employee,"- Technical resources
- Benefits and Perks
- Huge number of interesting projects
- Smart coworkers
- Freedom to manage your own work","Google is now a very big company, and decisions involve a lot of people -- some times it's hard to get things done even if they seem simple."
Software engineer,4.0,"Jun 15, 2010",Current employee,"1. Work with all kinds of smartest people in the world.
2. Good pay
3. Never get bored.
4. Free food~","1. Too many smart people.
2. Report structure is too complicated.
3. The cube set up looks weird, no privacy at all."
Quality rater,4.0,"Sep 12, 2010",Former employee,"Worklife was great. First and foremost - No micromanagement at Google.
Planning was done very well by the PM, and ample energy was spent in doing quality work.
Teams worked from all around the globe and that made the job interesting.
Timings were flexi",No direct access to other teams. Feels like working in a vacuum. Quit after 4 months.
Intern,5.0,"Nov 13, 2011",Former employee,"-Google Full Timers are very helpful in terms of meeting with interns to give advice. 
-Information is freely shared and the company is very transparent.
-Great recruiting staff that are an awesome support system for interns
-Fun perks
-Sweet pay
-Opportunities to learn and network
-Surrounded by intelligent and savvy people","Hardly any, there are literally no reasons not to intern here."
Anonymous employee,4.0,"Nov 23, 2013",Current employee,"Surrounded by incredible people, working on some of the coolest problems in the world. The company is a rocket ship and, early in your career, you really get way more responsibility than you probably should.","Definitely not a startup anymore and you can start to feel the bureaucracy creeping in. Also, opportunities to really move up quickly are tougher to come by."
Creative technologist,5.0,"Jan 13, 2014","Current employee, more than 1 year","Great benefits and compensation, very enjoyable work environment. Open and candid company culture. Opportunities to make big impact. Access to some of the brightest co-workers and a lot to learn from. Upper management still thinking bold and big.","As the company gets bigger the management is becoming more top-down, resulting in a lot of products or teams not getting enough internal traction to make impact."
Anonymous employee,4.0,"Jan 25, 2014",Current employee,"The obvious pros are the perks, but they extend beyond the well known free food and slides. They do great 401k matching, have great health care, offer a lot of extra-curricular like activities for employees. There is a lot to do and they work to keep employees happy.","The salary is less than you can get at similar companies. If you don't care about or take advantage of the perks, its especially obvious."
Anonymous employee,5.0,"Apr 21, 2014",Current employee,"Great culture, people, food and environment. Very rigorous approach to product planning and maybe most importantly a transparent culture where people are encouraged to give feedback and dig in where they're interested.",It's gotten big. People who have dreams of working at startups will find out that Google is now (and has been for a while) a very large company with lots of divisions and layers.
Anonymous employee,4.0,"Nov 3, 2014","Current employee, less than 1 year",Everyone there are always excite about there work. The work is interesting with lots of other benefits. Great place to work with lot of learning.,Sine the environment is so fast paced and everyone there are so talented that people there with low skills feel little backward and sometimes do not show up properly.
Communications associate,4.0,"Nov 5, 2014","Former employee, more than 1 year","The perks were unbelievable from the high-quality free food, company trips, extravagant parties, guest speakers and celebrities, and more. Constantly surrounded by some of the smartest people in the world.","Very tough for work/life balance. Difficult to navigate given the large, fast-growing corporate culture. Some very arrogant colleagues that weren't always collaborative and made the culture cut-throat at times."
Software engineer,5.0,"Dec 5, 2014","Current employee, less than 1 year","Good Place to work at.
Nice environment with bunch of smart people.
Excellent food, benefits and other perks.","Poor HR team which plays a big role in deciding your first posting and hence, in a way decides what you'll do initially at Google."
Associate account strategist - smb sales,5.0,"Mar 29, 2015",Current employee,"The job itself (SMB Sales) is great, challenging and the best start for a fresh grad. The company is and all the perks are just unbelievable. I love the people around me and of course I am in love with the products what we offer. This is a dream coming true.",Job can get repetitive sometimes and the promotion is quite difficult to get as everybody is very ambitious.
Anonymous employee,4.0,"May 4, 2015","Current employee, more than 3 years","Lots of Perks,
Awesome, smart people to work with","Company is growing in size, so natural cons that come with that. 
Feel compensation is something that be improved
Work on lot of propreitry tech that is something you cannot use outside of Google or even talk/"
Anonymous employee,5.0,"May 12, 2015",Former employee,"Google is very organized and innovative, takes care of the employers and offers a lot of trainings and learning opportunities. People are usually very collaborative and interesting, professional and inspirational.",Like most of the big companies it is very easy to get stuck in a job function and a role for a long time.
Business operations associate,5.0,"Oct 16, 2015","Former employee, more than 1 year","Amazing benefits
Mountain View headquarters have everything you could ever want in an office
Lots of incredibly smart coworkers","Terrible place to commute to if you want to live in San Francisco
Easy to feel like a small cog in a big machine
Limited upward mobility at this point"
Anonymous employee,4.0,"Dec 27, 2015","Current employee, more than 5 years","Great benefits and international career opps.
Great infraestructure and facilities.
Great work and life balance.
Very smart people at several positions.","Middle managment at sales psitions tends to be mediocre.
No attrition mechanisms. The company is willing to loose top performers instead of trying to keep them at Google."
Marketing director,4.0,"Jan 25, 2016","Former employee, more than 1 year",Open culture; fast moving; dynamic; ambitious; lots of perks; strong culture,"getting very large and a bit bureaucratic, certain parts of the company can be political; less opportunities for people at the director level and up.  Certain parts of the business - like Android and Play - have little work / life balance.  Little appreciation of marketing in certain businesses that are entrenched monopolies."
Software engineer,5.0,"Jan 31, 2016","Current employee, more than 1 year",this job has really given me insight out the job game really works. I learned how to develop software in my spare time and always love the cafeteria,"there is really no downside to Google. As an employee, I have access to resources and great training and coaching. Please hire my friends as well."
Software engineer,5.0,"Feb 18, 2016","Current employee, less than 1 year",Good benefits such as dental and health. Great job and good atmosphere especially for people with little to no experience. Easily settled in by colleagues.,Work is very tedious as a graduate engineer as you are not giving a very taxing level of work to do.
Senior software engineer,5.0,"May 7, 2016","Former employee, more than 3 years","Amazing place to be as a new grad. You learn valuable best practices, are surrounded by smart people. The learning opportunities are endless.","As you grow inside the company, you get exposed to more and more politics. Also, you need to get lucky in terms of the team/project you end up on if you want to ve going anywhere."
Software intern,4.0,"Sep 26, 2016",Former employee,Very good! I had a great experience interning here. I learned a lot and there were a lot of great perks!,"The host matching process. I would rather interview for a particular team, than interview for a general software role and then figure out which team I am working on."
Software engineer,5.0,"Nov 8, 2016",Former employee,"If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused).","The quality of the engineers is possibly dropping, but possibly not. It's hard to get real metrics, because as the absolute number of people grows, naturally the number of bad apples grows;"
Anonymous employee,2.0,"Mar 21, 2017","Current employee, more than 10 years",Amazing perks. Improved work/life balance. Lots of internal mobility opportunities. Supports career/personal development with a multitude of internal classes and resources.,"Increasing pool of ineffective and inexperienced middle managers. HR doesn't do anything perceivable to remove toxic employees (even ones who have a proven track record of questionable ethics/morality and embarrassingly low employee feedback scores). Lots of hierarchy. As a result, culture is quickly degrading."
Anonymous employee,4.0,"Jul 18, 2017",Current employee,"Great benefits, Google's mission, great coworkers, location flexibility with San Francisco office",Internal mobility has become very challenging in the last 3+ years - employees arent trusted to be smart capable workers able to learn and stretch in new challenges & roles. Proven experience is all that is respected now. Leaders now tend to just care about bottom line - the end justifies the means.
Anonymous employee,1.0,"Jan 4, 2019",Current employee,"- free, healthy food 
- collaborative workforce 
- fun office","- Could be run more efficiently 
- I was sexually harassed (pretty severely) by 2 engineers and HR didn't take action. 
- Hiring process could be more diligent. I have seen many senior leaders getting hired with poor leadership skills creating lots of turnover among more junior employees. 
- Base salaries are at the lower end"
Tech support engineer,5.0,"Jan 14, 2019","Current employee, more than 1 year",Google still genuinely cares about its people and tries hard to look after them. Sometimes there's a bad manager or a team with bad culture but much less  often than most big companies.,Ever increasing bureaucracy as the company gets bigger and older. Lost that startup feel. Can be hard to maintain your work life balance.
Anonymous employee,1.0,"May 7, 2019",Former employee,"Everybody I interviewed with was smart, experienced & knowledgeable. The team was great.","I was interviewing with Google and another company at the same time. The other company offered me a contract first. I was honest with the Google recruiters and told them I had an offer on the table. They told me Google would offer me the job b/c my interviews had gone well (I did all of the hangouts, went onsite, etc.). They even asked me what the offer was and assured me that Google would beat it. We discussed exact figures. Things were going great. We communicated multiple times, both on the phone and through email. Each time, they said an offer was coming & repeatedly told me not to sign with anyone, but I'd have to wait a few more days or ""next week"". Eventually, the other company pulled their offer. I informed the recruiters of this and they said they'd have a verbal offer for me in the coming days. By this time, we are about 2 months into the process. I've heard that it can take up to 3 months to get into Google, so I was complying with everything they said. Another week went by. Late on a Friday afternoon, I get a voicemail (not a phone call) from one of the recruiters. She says there is no offer and she cannot tell me why, but I can call her if I have questions. Of course I do, so I call. She will not pick up. I left her a voicemail, asking for her to get back to me. To this day, she is yet to return my call. Here I am, without a Google offer and I burned a bridge with a great company that actually did want me. Definitely not the experience I was expecting from a leader in our industry. Is this how Google conducts business? Thanks for nothing."
Senior financial analyst,5.0,"Dec 20, 2019","Former employee, more than 8 years",Open and friendly work environment. Great growth and career development opportunities. Coworkers are very smart and driven.  Top management has great balance of inspiring values and thought leadership.,"A bit too comfortable, making it very difficult to leave. Could move faster than it does with more focus on closing down silos between different product areas (but already the pace impressive given the size and complexity of the business)."
Senior software engineer,3.0,"Sep 13, 2020","Former employee, more than 8 years","Pay, benefits, access to great engineers, courses.","Growing pains have stayed and engineering skills took a backseat in career advancement to self-marketing. Bad engineering solutions that deliver quick but shaky results, reinvent the wheel, require maintenance and headaches over time get promoted while people who do the actual work and use and maintain these solutions go unnoticed."
Anonymous employee,5.0,"Sep 13, 2020","Current employee, more than 3 years",A lot of independence over your work. Full of amazing and smart people that you can continuously learn from. Great perks and benefits (especially a super generous medical coverage).,"It gets a bit bureaucratic to do things/launch some things at times as everything needs to be thoroughly reviewed. With so many amazing folks around sometimes it's hard to stand out from the crowd, and this might give you a case of Impostor Syndrome."
Analyst,5.0,"Jan 25, 2021","Current employee, more than 1 year",Google offers discounts for their employees to attend events where they're likely to learn something new that would help them in their job. They also offer discounts to their employees for a selection of museums.,"Work-life balance – not always balanced.
Ambitious, new or young talent may end up hanging out at the office outside of work hours, often working or learning. This can develop into peer pressure to spend a lot of time at the office"
Software engineer iii,4.0,"Mar 4, 2021","Former employee, more than 5 years","Really nice place to work if you care about stability, job security, and making sure you are in competitive salary range.","If you are looking for above the competition pay, crazy benefits, or nice extras (all comparing to competition), this is not for you. You are more likely to be penalized the harder you work, or at least it's a hugely diminishing return. Just working sligtly above expectation gets you the best returns."
Engineering manager,5.0,"Apr 2, 2021","Current employee, more than 10 years","People
- Benefits & Perks
- Culture
- Wide range of products you can work on, some of which can have dramatic impact 
peoples lives, culture, work, etc.

But Google is a large place with different sub-cultures and groups. There's good ability to move around internally if you're performing well so it can be what you make of it. Take advantages of the opportunities that come up and you can go far.","Bureaucratic
Large and complex
Performance review process"
Customer engineer,1.0,"Apr 17, 2021","Current employee, more than 5 years","You will get access to the roadmap, and other future looking insights.
If you've never heard of cloud before because you've been building toasters, then it's a good place to start. 
The salary is typically way over market value for your skills.","You're not technical, and you'll only learn the platform at a surface level. 
Sub-regions (like Canada) are terrible to sales engineers.
The cultural values advertised are not respected in field sales engineering."
Software engineer,4.0,"Jul 17, 2021",Current employee,"* Very high impact work
* Amazing benefits: Health care, free food, fun events, etc.
* Amazing people from my experience, everyone is super friendly and great to work with","(All cons depend on the team you work for, different teams may vary)
* Has a lot of bureaucracy, number of approvals makes it difficult to get things done
* Codebase can be difficult to work with, lots of old code and tech debt"
Senior test engineer,5.0,"Mar 8, 2022",Current employee,"I can't speak for everyone, but it does feel like from the top down, there's a concern for everyone's welfare. Good policies in place to make it easier for parents and caregivers to take time off during the pandemic to look after others. 

And of course, they pamper you with food, events, and great compensation.","When everyone's back at the office, things feel a little tight. And you'll have to move desks. A lot."
Project manager,5.0,"Mar 30, 2022","Former employee, less than 1 year","emonstrated history of acquiring user data (e.g., conducting usability studies, performing user research) and guiding direct reports to do the same.
· Experience working in a photo realistic production environment working across an array of clients including e-commerce.","The Amazon Design Scaled Services (DSS) team is looking for a talented and customer-focused Production Design Manager to join the creative service team based in Bangalore, India. DSS is the internal design team that supports Campaign & Creative S"
Policy escalation specialist,1.0,"May 27, 2022",Current employee,"Good food, healthcare benefits, good teammates and cross functional partners.","Work culture in this team and role is not consistent with the wider org. 

- Micromanagement is rife and leads continually gaslights the team. 
- There is pressure to respond to messages by a certain time and leads have a weird obsession controlling the day/time and location you sit in the office. 
- Growth prospects are not properly communicated and turnover is high due to poor leadership and growth in role. 
- Team Morale is poor."
Software engineer,4.0,"Aug 12, 2022",Former employee,"Google has great benefits and is so diverse in terms of teams, you can probably find a team that has what you're looking for, although it's a little bit of luck and skill to get on the right team for you.","It's pretty demotivating to work at Google, you typically need to be motivated by the leveling system or by the fact that you make good money for low work."
Software engineer,5.0,"Nov 6, 2022","Current employee, more than 10 years","- People are amazing (smart, friendly, helpful) - Interesting projects - A lot of learning opportunities - Benefits - Work life balance - Leadership is approachable","- Cost-cutting efforts reflect in small changes (e.g., quality of cafe food or snacks) - A lot of ""red tape"" (projects require a lot of approvals to get launched) - Bottom-up innovation is not a thing anymore, the direction is mostly set by the leadership"
Anonymous employee,4.0,"Nov 13, 2009",Current employee,"- Very flexible working hours
- having a good life/work balance is encouraged
- internal exposure to projects/products that can have a huge impact globally
- working with very talented and diverse teams","- Not blabbing a lot about what you do means that you're not doing much.
- Can be too competitive in some teams.
- A lot of monkey business in Sales.."
Anonymous employee,4.0,"Nov 18, 2010",Former employee,Wonderful work environment that lends itself to great innovation and freedom to develop great products and services.  I enjoyed working at this company.,"The main negative that I noticed, which probably just simply depends on your goals is that although it's a positive to be at such a giant company, that can also serve to be difficult for advancement."
Principal software engineer,4.0,"Apr 21, 2011",Current employee,"innovation, creativity, the chance to do anything with the 20 percent time.  The chance to work on innovative products along side with some extremely smart people.",It too big.  Not like the days of the .com.  Their options are worthless.  Managers want to protect their butts.  benefits suck
Anonymous employee,5.0,"Aug 23, 2012",Current employee,"No bureaucracy, smart teammates, best in class hardware, challenging work, and excellent benefits.  The review and interview process allows for narrative evaluations instead of just the opinion of your boss.","Smart teammates can be intimidating, the company has grown quite large and it's difficult to communicate across the org, transferring teams is much more difficult than it used to be."
Specialist,5.0,"Dec 3, 2012","Current employee, more than 1 year","Pay/benefits, colleagues, feel of changing the world, not having to explain to mom who I work for, free lunches, dogs at work, career prospects good, smart people","Commute to south bay, some politics, people worrying about things which aren't real problems, getting hassled on LinkedIn, can be difficult to move up, managers variable"
Sales development manager,5.0,"Dec 14, 2012","Current employee, more than 3 years",Great benefits. Smart coworkers.  Inspiring company.  I left Google for two years to get an MBA and recently rejoined the company.  I've had exposure to other companies and they just don't compare.,"Promotions are few and far between and career progression is tough to manage, but when successful, it pays off.  You must be a self-starter to succeed."
Account manager,5.0,"Mar 15, 2013","Current employee, less than 1 year",Lots of benefits that really make you feel appreciated as an employee. The free food and freedom you get as an employee to take training etc. is really amazing.,I don't really know of a con of working at Google. The only thing I can think of is that it is interesting to see how it is really run as an American company in a sense that there are some strict policy rules to uphold.
Software engineer,5.0,"Apr 9, 2013","Current employee, more than 3 years","Exciting, challenging and generally a great work environment. Really have a chance to make a difference! Work with state of the art technologies and hardware.","Sometimes work gets a bit stressful, but one is rarely forced to work long days. Its a very dynamic environment, as is the technology industry so you may need to switch gears frequently."
Senior analyst,5.0,"Jun 24, 2014","Current employee, more than 1 year","Can't beat Google's culture and perks. 
Caring and smart people everywhere. 
Some work is challenging (depends on your role).","Company is getting big, and not everyone is moving as fast as we were before.
There are clearly hierarchy, and most of time it doesn't equate bureaucracy but sometimes it does ."
