Job Title,Job Ratings,time,JobStatus,Pros,Cons
Sales associate,5.0,"Dec 9, 2024",Current employee,Lots of great perks and work life balance,Sometimes the quota is hard to hit.
Director,4.0,"Oct 7, 2024","Current employee, more than 10 years","* High density of intelligence
* Always something new to learn
* People always try to help","* Your career and life can be beautiful or miserable depending on how your manager is. Choose wisely
* Most of the senior jobs posted are pre-determined
* Unless you're in R&D or Prod Engineerins, the vision is short term focused. You get max two years to perform or else..."
Technology strategist,5.0,"Dec 26, 2024","Current employee, more than 5 years","Culture
Support for parents
Flexibility
Work like balance","Progression
Promotion path
Visibility
Career advice"
Software engineer,4.0,"Nov 28, 2024","Current employee, more than 1 year","- collaborative employee friendly 
- USA trip to campus hires","- Depends on your team, wlb can be bad
- Some teams don't have enough budget compared to others
- Everything depends on ""impact"""
Intern,5.0,"Dec 17, 2024","Current employee, less than 1 year",Nice perks and salary and good campus,No cons that I know of
Anonymous employee,5.0,"Dec 18, 2024","Current employee, more than 3 years","Wonderful Work Culture
Good learning place",Some politics but negotiable when compared with other organizations
Technical support engineer,3.0,"Dec 18, 2024",Former employee,Good pay for a nee grad,No work life balance and unmarketable skills
Solution architect,4.0,"Dec 18, 2024",Current employee,"Good work-life balance
Great package","Super sales-driven organization
Not many learning opportunties in-person
Not very intellectually stimulating"
Senior account executive,4.0,"Nov 25, 2024","Former employee, more than 1 year",great team and culture the people are what makes it,change all the time blueprint every year that sees people leave
Product manager,5.0,"Dec 4, 2024","Former employee, more than 5 years","Employee Benefits and perks 
Work culture
Learn anything you want 
Work life balance","A bit of politics is everywhere in IT, even here"
Software developer,4.0,"Dec 20, 2024",Current employee,The culture is great here,Not any con I would say
Senior software engineer,4.0,"Dec 15, 2024","Current employee, more than 3 years",Good stock compensation and yearly hike.,May become part of a non collaborative team.
Software engineer,5.0,"Dec 15, 2024",Current employee,"Overall great company, good to work with","nothing bad, overall great company to work with"
Anonymous employee,4.0,"Dec 16, 2024",Current employee,"Good work life balance, culture, growth mindset",Nothing found bad as such apart from salary scale
Visual merchandiser,4.0,"Dec 23, 2024",Current employee,Nice company & staff discount,Too demanding and Fast past
Software engineer,5.0,"Dec 18, 2024",Current employee,Best company to work with for growth,"No such cons, its the best"
Software engineer,3.0,"Aug 25, 2024","Current employee, more than 1 year","- really great people to work with (very smart and friendly)
- fun and energising office vibe
- good learning and health benefits","- you don't feel like you are part of the company
- product management does not engage with engineering
- career progression feels very slow
 - reviews are every year and it is difficult to push that to be quicker
 - you will often need to work on things that don't feel like growth opportunity
 - definitely felt like it had gone very downhill over the past two years."
Software engineer,4.0,"Jun 23, 2024","Current employee, more than 3 years","Health Benefits and Financial Planning: Microsoft offers a comprehensive benefits package, including health benefits and financial planning options for retirement. 
Work-Life Balance: Employees appreciate the standard 40-hour work week, which allows for a better work/life balance. 
Career Development: There are opportunities for career development and education, with competitive pay, bonuses, and stock awards based on individual performance. 
Diversity and Inclusion: Microsoft is committed to diversity and inclusion, creating a respectful and diverse work environment.","Competition for Advancement: There can be competition for advancement within the company. 
Isolation: Some employees may feel isolated, especially if teams are geographically separated. 
Office Politics: Like many large companies, office politics can be involved, depending on the team or organization. 
Complexity: For new users, the complexity of certain products or services can be a challenge."
Engineering manager,4.0,"Dec 22, 2024","Former employee, more than 1 year",Nice company and great pay,Atmosphere are not that's gre
Senior software engineer - full stack,4.0,"Dec 2, 2024","Current employee, more than 3 years",Really good perks. No much more to say.,Can't think of any cons for this role.
Software development engineer,4.0,"Dec 2, 2024","Former employee, more than 3 years","Good people, Nice campus, Benefits",Back in 2004 (my last year) the leadership was not as good as now.
Data scientist,3.0,"Dec 9, 2024","Current employee, more than 1 year",Flexibility work (possibility to work from home most of the time),"Fast-paced environment can be challenging, high expectations for performance."
Product designer,4.0,"Dec 19, 2024",Current employee,Good managers and peers and all,can take a leave sabatical leave
Director,4.0,"Dec 10, 2024",Current employee,Good renumeration and benefits. Big problems to solve.,Inexperienced management and uncertainty leads to a lack of job security
Software engineer,3.0,"Nov 22, 2024","Current employee, more than 5 years",work-life balance is good compared to the tech companies in China,"Toxic and political.
Promotion only for the inner circle person
Transfer to other group in China is not allowed"
Human resources,4.0,"Dec 14, 2024","Current employee, more than 1 year","People oriented, career growth, and family energy",work hours and work life balance
Project manager,5.0,"Dec 6, 2024","Former employee, more than 3 years","Good environment, Good senior management","Nothing, need to expand in tier 2 & 3 cities"
Product manager,5.0,"Nov 28, 2024","Former employee, more than 3 years","* Autonomy
* Shared senses of bigger purpose
* Plenty of learning opportunities
* Managers really showed care and coaching skills",* Late meetings with US colleagues
Software development engineer (sde) ii,3.0,"Dec 17, 2024","Current employee, more than 1 year","good facilities, insurance and perk + benefits",at times work life balance is bad
Software engineer,5.0,"Dec 19, 2024","Current employee, less than 1 year","Good culture, balance life work",Don't have anything to say
Software engineer,5.0,"Dec 20, 2024","Current employee, more than 1 year","Work life balance
Pay
Stocks
Location flexibility","Slow promotions
Tech stack is old"
Digital marketing specialist,4.0,"Dec 10, 2024","Current employee, more than 5 years","No mean people
All people careful about how to talk",Progress feels slow because a big company
"Senior manager, data analytics",4.0,"Nov 22, 2024","Current employee, more than 1 year","People, benefits, opportunity to learn, support for hybrid work and flexibility","Typical corporation bureaucracy, speed of progression despite good performance. Budget for travel or employee culture events next to zero."
Software engineer,1.0,"Nov 19, 2024","Former employee, more than 3 years",- Most of the people I worked directly with were amazing,"- Everything is run from Redmond, workers in other GEOs are second-class employees
- Very limited opportunities for career progression
- You will drown in process and compliance
- They will remorselessly sack you after years of hard work because your business unit ""no longer aligns with MSFT's new AI strategy"""
Software engineer,5.0,"Dec 6, 2024",Current employee,"Was a nice run, good company, people and benefits",Could be a bit better at management in SDE team
Junior product manager,3.0,"Dec 11, 2024","Current employee, more than 3 years",Growth opportunities are usually good,There is no option for part time
Software engineer ii,5.0,"Dec 17, 2024",Current employee,very good company awesome five stars,no cons i can think of
Consultant,4.0,"Dec 7, 2024","Former employee, more than 5 years","Get to work on multiple technologies
Good work life culture
Great facilities",Work life balance depends on the project
Devops engineer,4.0,"Oct 23, 2024","Former employee, more than 5 years","Work Life Balance. lots of Perks, family events and employee care is outstanding.
8 weeks vacation for child birth. 
The Company want you to develop yourself and succeed !!!","For DevOps Engineer who embrace Open Source its very hard to challenge them.
Almost everything is in C# and Azure.
Yearly KPI will always blow your head."
Product manager,5.0,"Dec 9, 2024","Current employee, more than 5 years","Culture, Stability, Growth are great here","Innovation, hierarchy, slowness in execution are an issue here"
Senior cloud solution architect,4.0,"Dec 18, 2024","Current employee, more than 8 years",Next Gen Tech savvy company,Too much process orianted company
Software engineer 2,2.0,"Dec 19, 2024",Current employee,- Working in late hours,- they increased working in late hours
Internal audit,5.0,"Dec 13, 2024",Former employee,"Structured work scope, good work life balance",Low job mobility within the company
Software engineer 2,4.0,"Dec 19, 2024","Current employee, more than 1 year",Benefits offered are very good,No cons as of now
Support escalation engineer,3.0,"Sep 12, 2024","Current employee, more than 5 years","Free Visual Studio Benefits, X-Box Game passes, Medical Benefits , Great Offices , You get 30000 INR to spend of stuff like cameras, sports shoes, Fitness trackers, smart Watches, Bicycles ETC","Cost Cutting is something that has been witnessed in recent days, internal politics within various leaders, each one of them is competing with one another in such a manner that it hurts the company. Sales gets the maximum attention"
Digital sales specialist,5.0,"Dec 16, 2024","Current employee, more than 1 year","great environment, good collaboration, networking",can take time to develop your career
Software engineer ii sde2,4.0,"Dec 16, 2024","Current employee, more than 1 year","Flexibility, perks and Work life balance",Internal hikes are very slow
Technical solution manager,5.0,"Dec 17, 2024","Current employee, more than 10 years",Benefits are good with Salary,Layoffs are worst no matter what
Software engineer ii,3.0,"Dec 2, 2024",Current employee,"- work life balance
- pay and benefits","- lots of process
- many jobs are boring and don't help you become better"
Account technology specialist (ats),5.0,"Nov 20, 2024","Current employee, more than 3 years",The technology and the culture miwed with the growth mindset make this company a great place to work.,Complex organisation and difficulty to adapt an organisation to little companies.
Anonymous employee,5.0,"Oct 12, 2024",Former employee,"1. I had two managers, one of them was the best manager I have ever had, she was wise, savvy, ethical, empathetic, and respectful.
2. Gifted people working for the company.
3. Leading-edge and innovative technology company.
4. Great benefits.","I had two managers, one of them was one of the worst I ever had."
Marketing coordinator,4.0,"Dec 18, 2024",Former employee,I love the pantry there,maybe the long work hours
Marketing executive,5.0,"Dec 8, 2024",Former employee,"Loads of benefits
Amazing Culture
WFH",Can’t think of any at my time
Principal software engineer,4.0,"Dec 14, 2024",Current employee,good work life balance. good environment. WFH,"low pay. high tax, career path"
Software engineer,5.0,"Nov 12, 2024","Current employee, more than 1 year","Hybrid work model: flexibility to work from home or from the office.
Positive work environment with skilled and supportive engineers.","Work-life balance can be challenging at times, especially due to the demanding nature and size of projects."
Anonymous employee,5.0,"Nov 30, 2024",Current employee,Good workplace with a lot of resources,"Politics is everywhere, its just a matter of how much of it is visible to you"
Data analysis specialist,5.0,"Sep 20, 2024","Former employee, less than 1 year","The positives are that working in Microsoft is good and available, requires effort and challenges, and no one can work in it","It only requires effort and time, but there are not many negatives that I can challenge with this topic"
Computer programming,5.0,"Dec 15, 2024","Current employee, more than 5 years",Excellent emp to work for,U have to manage your hrs
Engineering manager,5.0,"Oct 30, 2024","Current employee, more than 5 years","- You can grow internally
- International environment
- Many career options
- Flexible","- Relocation policies can be limiting when compared to the past. If you are not currently based in Portugal, even if eligible for work you might not be considered"
Anonymous employee,3.0,"Dec 11, 2024",Former employee,Benefits are the best in industry,bureaucracy is something which will demotivate people
Principle software engineer,5.0,"Nov 20, 2024","Current employee, more than 3 years","Edge tech, good leader and team mates, good benefits, nice work space.","bad work life balance, at least in Azure. No pay well"
Senior software engineer,5.0,"Dec 7, 2024",Current employee,"Flexible work hours, hybrid work",Salary a little lower than other big tech
Recruiter,5.0,"Dec 13, 2024",Current employee,Many learning materials to learn,I have no complaints or see any downsides
Software engineer ii,5.0,"Nov 4, 2024","Current employee, less than 1 year",Unbelievable amount of learning resources and opportunities for growth.,"You have to network and communicate with many people. The internal structure is oriented towards 1:1.
A: ""Hey, how does technology X work?""
B: ""Let's jump into a quick call and I'll explain."""
Software development engineer (sde),4.0,"Aug 29, 2024",Current employee,"positive vibe
positive culture
You get access to a very large range of apps
cludes collaboration features like real-time document collaboration and file sharing. It's also easy to scale, as you can add licenses as your business grows.",: Regular updates and features can be a problem for employees who are slow to adapt to change. There's also the potential for productivity to dip while people get used to the change. Some people are also concerned about the security implications of storing work in the cloud.
Product manager,5.0,"Nov 18, 2024","Former employee, more than 8 years","- flexibility - working hours
- visibility - great in terms of impact","- some important engineering updates/ meetings related to product, were during US hours"
Senior software engineer,5.0,"Nov 13, 2024","Current employee, less than 1 year","The amount of talent is amazing, people is very smart and very willing to help me learn.","There are still remnants of bureaucracy slowing things down: complicated approval process, closed information."
Account manager,2.0,"Dec 11, 2024",Current employee,new technologies and branding good for resume,frequent restructuring is unsettling if you are looking for longevity
Director,5.0,"Dec 15, 2024",Current employee,Review is good for company,No cons for company ok
Manager,4.0,"Nov 19, 2024","Current employee, more than 5 years",people capital is great and flexibility to work helps a lot,"zero career opportunities, all management jobs are political unless you get selected from the outside"
Senior software engineer,4.0,"Dec 12, 2024",Current employee,Work Culture and environment is good,Career growth is not great
Sales,3.0,"Oct 28, 2024","Former employee, more than 10 years",Great tech. Good salaries & compensation packages.,Poor empowerment. Senior Leadership on their own mission for career advancement and have little time or concern for the core workforce. Has gone rapidly downhill since the departure of Mteto Nyati.
Support escalation engineer,5.0,"Dec 13, 2024","Current employee, more than 3 years","Work culture
Stocks
Cab facility 
Food",Nothing much observed from my side
Senior product manager,4.0,"Nov 29, 2024","Current employee, more than 3 years",Intelligent peers. Get to learn a lot. Great culture and environment yo work in.,Nothing that I realised so far
Consultant,4.0,"Nov 28, 2024",Current employee,Good place to learn edge cutting technology,"May get migration related projects, where you can stuck for so long"
Senior software engineer,1.0,"Sep 29, 2024","Current employee, more than 1 year","Friendly people.
Nice modern office with cheap food.

It's nice to join if you've given up on a career as a developer or if you are an archaeologist. Here you will have eternity at your disposal to dig into codebases older than you. Also, you will learn tools and languages ​​that were modern two decades ago.","If you want to keep your developer skills up-to-date, or learn something new, then run away. Plus, there's friction everywhere - tons of handwork and practiacally none automation."
Senior technical advisor,4.0,"Dec 8, 2024","Current employee, more than 8 years","Benefits, Impact, Collaboration, work-life balance and innovation","Competion, Bureaucracy, workload, change management and pressure"
Software engineer ii,5.0,"Nov 16, 2024","Current employee, more than 3 years",Great coworkers and atmosphere. Opportunity to work on some of the largest and most advanced projects in the industry. Good compensation.,Old codebase. Poor internal tools.
Software engineer,1.0,"Aug 3, 2024","Current employee, more than 1 year",1. Pay and perks is good but not good as faang and high paying startups,"1. You will mostly work in internal tools which most of the times is buggy that has no value outside and build time will take 8 hours for a small change
2. No job security. Lot of people were given low ratings and were forced to resign by toxic managers

On whole its better to go to faang or some high paying startups than joining microsoft if you want high pay with a risk as microsoft pays average and risk is also high. Dont join microsoft if you are planning for long term."
Cloud solution architect intern,2.0,"Dec 11, 2024",Current employee,great salary for the intern,there is not structure in the program
Swe intern,5.0,"Dec 11, 2024",Former employee,Best place to work for,"None 
No cons for this company"
Software engineer,4.0,"Dec 16, 2024","Current employee, more than 3 years","Work life balance
Inclusivity
Engagement","Growth is slow
Work is random"
Consulting,5.0,"Dec 3, 2024","Current employee, more than 5 years",Great culture for learning and network,Sometimes can be slow paced as it’s a large organisation
Software engineer,5.0,"Nov 29, 2024","Current employee, more than 5 years","Good work life balance, smart employees",Very slow moving. If you are ambitious it might disappoint you
Software engineer,4.0,"Oct 23, 2024",Former employee,There are many benefits and different positions for work. Offices in many cities are free coworking spaces.,"Additionally, to do a good job, you need to convince your manager that you are doing a good job. This involves a lot of politics."
Software engineer,5.0,"Dec 9, 2024","Current employee, less than 1 year",good good good work life balance,low low low low salary
Sales associate,2.0,"Dec 13, 2024",Current employee,good relaxed place to work,lack of direction from leadershil
Software intern,4.0,"Dec 4, 2024","Former employee, less than 1 year",It is awesome for fresher individual persons,Not good for idiots also work load more
Software development engineer in test (sdet),4.0,"Dec 5, 2024","Current employee, more than 1 year",Work life balance is good.,Sometimes pay scale do not match market standard.
Software development engineer (sde) ii,1.0,"Jan 12, 2025","Former employee, more than 3 years",u get gurls to talk with,toxic culture in the company for the employee
Software engineer,5.0,"Aug 2, 2024","Former employee, more than 5 years","Innovation and Impact: Opportunity to work on cutting-edge technology and products used by millions globally.
Career Growth: Strong emphasis on professional development, offering numerous resources and mentorship programs.","High Expectations: Intense work environment with high performance standards, which can be stressful.
Work-Life Balance: Demanding projects and tight deadlines can sometimes impact work-life balance negatively."
Software enigneer,3.0,"Dec 8, 2024","Current employee, more than 3 years","Good stock options
Work Life Balance 3/5",Low Fixed component in salary
Software engineer,4.0,"Oct 3, 2024","Former employee, less than 1 year",Good way to gain work experience for students. Great oportunity to show one's value that might lead into a full-time position at Microsoft.,"In Prague, the whole return offer process is pretty chaotic and while there is a push to be more transparent - it's always hard to know exactly what the outcome at the end of the internship will be."
Administrative,2.0,"Dec 13, 2024","Current employee, more than 3 years",Great benefits & friendly staff,"Not chance for progression
Team work"
Product manager 1,4.0,"Dec 4, 2024","Current employee, more than 1 year",Compensation and benefits are really good,WLB can go for a toss at times
Senior legal counsel,4.0,"Dec 5, 2023","Current employee, more than 1 year","1.	Diverse Legal Practice: Working at Microsoft offers exposure to a diverse range of legal areas, including intellectual property, data privacy, antitrust, and contract law. This diversity can provide legal professionals with a well-rounded skill set and the opportunity to work on cutting-edge legal issues.
2.	Global Legal Challenges: Microsoft's global operations mean legal counsel may engage with a wide array of international legal challenges. This exposure can be invaluable for legal professionals looking to broaden their understanding of global legal frameworks and regulations.
3.	Opportunities for Career Advancement: Microsoft's size and scope provide ample opportunities for career advancement within the legal department and potentially within the broader company. The experience gained at Microsoft can be a strong foundation for future career growth.","1.	Bureaucratic Challenges: Large corporations often come with bureaucratic processes that can slow down decision-making. Legal professionals may need to navigate through complex internal structures, which can be time-consuming.
2.	High Expectations and Workload: Given Microsoft's prominence in the tech industry, legal professionals may face high expectations and a demanding workload. This can lead to a fast-paced and potentially stressful work environment, especially during critical legal challenges or major business initiatives.
3.	Narrow Industry Focus: While Microsoft's legal department covers a broad spectrum of legal issues, the predominant focus is on technology-related matters. Legal professionals who prefer a more varied industry focus might find this limiting compared to working in legal departments of companies in diverse sectors."
Software engineer,5.0,"Nov 17, 2024",Current employee,People especially at higher levels are very technically deep and great engineers,Lower compensation compared to FAANG
Senior software engineer,5.0,"Nov 17, 2024","Current employee, more than 3 years","Great company, great benefits, lots of opportunities to grow if in the right organization.",Work life balance not always the best given cross-regional teams
Software engineer ii,4.0,"Nov 10, 2024","Former employee, more than 3 years",Great perks and benefits. The medical insurance is second to none.,It takes too long to move positions. The work can get monotonous at times depending on the team/org you work for.
Technical support engineer,3.0,"Nov 22, 2024","Former employee, more than 1 year","Lots of information, great great benefits","Culture, lots of presure, lots of tasks and little in terms of onboarding."
Software engineer -2,5.0,"Dec 6, 2024",Current employee,Work culture is very good,Salary increase is very less
Csam - customer success account manager,5.0,"Dec 7, 2024",Former employee,Great tech to work with,Little opportunity for growth in leadership
Anonymous employee,3.0,"Nov 28, 2024","Current employee, more than 5 years","based in China, relatively good pay","unclear priority and R&R
unclear career development path due to frequent org change"
Software engineer ii,3.0,"Nov 23, 2024",Current employee,"Good WLB, Decent learning opportunities","Too much AI buzzwords in every project
Uncertain future with signs of layoffs every other quarter"
Sales development representative (sdr),3.0,"Nov 11, 2024","Current employee, more than 3 years",Good work from home policy,horrible levelling up options and terribly low salary increases.
Software engineer,5.0,"Dec 4, 2024","Current employee, more than 3 years",work life balance and attractive perks,few teams use old tech stack
Delivery director,4.0,"Nov 29, 2024","Current employee, more than 10 years","People, benefits, interesting work, brand.",Internal movement between roles is a challenge- no proactive slate.
Sr hr advisor,3.0,"Dec 4, 2024","Current employee, more than 3 years",Benefits are good and helpful,"Work environment is toxic, sometimes nerve-racking"
Sdr manager,4.0,"Dec 5, 2024","Current employee, more than 3 years",Very good culture to work in,poor work life balance but can be rewarding
Technical support engineer,4.0,"Dec 9, 2024",Current employee,work life balance life style,lower market prices salary ranges
Support engineer,2.0,"Dec 10, 2024",Current employee,"- Good Allowances
- Free training","- Weak Career growth
- Uncertain job security"
Senior software engineer,5.0,"Dec 10, 2024","Current employee, more than 3 years","Culture
People
Big Tech
Scale
Work-Life balance","Corporate
Bureaucracy
Low pace
Nontransferable knowledge"
Software development engineer,4.0,"Nov 9, 2024","Former employee, more than 5 years","Good work life balance, good food, good peers having great knowledge",Given a task may be difficult at times but if we complete on time then there won't be any remark.
Software engineer,4.0,"Dec 5, 2024",Current employee,Work life balance is good,Org change results in instability
Principal engineering manager,3.0,"Nov 27, 2024","Former employee, more than 1 year","Technical stack, big data, lots of customers","Bad management
Overtime
Culture
Lack of training opportunities"
Software engineer ii,5.0,"Nov 24, 2024","Current employee, more than 3 years","Great work-life balance
Great benefits
Great culture and nice people to work with",Total compensation is lower than FAANG
Software engineer ii,4.0,"Dec 2, 2024","Former employee, more than 1 year","Salary, team, staff, reliability, respect","Overwork, can be micro management"
Software engineer,5.0,"Dec 7, 2024","Current employee, less than 1 year","High pay
Free food
Good bonus","Bad work life balance
Hectic"
Sre/devops engineer,3.0,"Nov 8, 2024","Former employee, more than 3 years","You have freedom more or less, they allow you to learn a lot before diving into fire.","Extreme emphasis on cultural things, fake relations, weekly useless meetings, way too many useless meetings."
Anonymous employee,5.0,"Dec 4, 2024",Former employee,"tech, career, impact, team, stability","long decision cycles, might feel slow"
Solution specialist (ssp),4.0,"Nov 1, 2024","Current employee, more than 1 year",Microsoft gives you space to grow and develop as a professional. Great products and amazing exposure to awesome customers.,"Hitting target is not a guarantee within MW due to high Copilot Ambition. 
Lot's of Irish leadership."
Sde-2 backend,4.0,"Dec 5, 2024",Current employee,Nice place to work at.,Nothing . . . .
Data scientist,5.0,"Dec 2, 2024",Current employee,Great company would work there again,Nothing bad to say to be honest!
Product go-to-market manager,5.0,"Nov 14, 2024","Former employee, more than 1 year",Amazing culture across team. Market leader with the right business,Canadian employees do not have equal benefit and pay package as US employees (same level)
Principal software engineering manager,3.0,"Nov 24, 2024","Current employee, more than 3 years","Good pay, open supportive environment",Not great job security - quick to cut a division that isn't making money
Project manager,5.0,"Nov 24, 2024","Former employee, more than 1 year",Good work life balance and great culture,The base salaries are lower compared to competitors
Software engineer,4.0,"Dec 3, 2024",Former employee,Cool tech very cool and swag,Needs more apple devices tbh
Principal scientist,4.0,"Nov 20, 2024","Current employee, more than 5 years","Smart colleagues.
Good deal.
Impact - products used by billions of people a month.",Re-orgs stunt long term internal innovation.
Anonymous employee,5.0,"Oct 21, 2024","Current employee, less than 1 year","Benefits in general are much better. Way of working is significantly better in comparison with AWS, where i was before.","Very much Redmond/Seattle oriented. No real regionalization, making it very hard to work in Europe with very late calls."
Service engineer,5.0,"Aug 17, 2024",Current employee,"Cutting-Edge Technology: Opportunity to work with the latest technologies and tools in the industry.
Career Growth: Strong support for professional development and career advancement, with numerous training and certification opportunities.
Collaborative Culture: A collaborative and inclusive work environment that encourages innovation and teamwork.
Work-Life Balance: Flexible work arrangements and a good work-life balance.","Large Organizational Structure: The size of the company can sometimes lead to bureaucracy and slower decision-making processes.
Workload Intensity: High expectations and demanding projects can lead to periods of intense workloads and pressure."
Microsoft azure consultant,5.0,"Nov 13, 2024","Current employee, more than 5 years",Amazing culture. You can bring your true self to work. Good food in office,If you are working in Night shift it may affect your health.
Software engineer,5.0,"Nov 25, 2024","Current employee, less than 1 year","Good work-life balance, great challenges",Salary is not competitive with other big tech companies
Senior verification engineer,4.0,"Nov 25, 2024","Current employee, more than 1 year",People and culture is good,Compensastion is average as compared to other Hardware companies
Cyber security analyst,5.0,"Nov 26, 2024","Current employee, less than 1 year",Good benefits and flexibility upon joining,London office space is lacking compared to the main hubs
Sr. sw quality engineer,3.0,"Dec 4, 2024","Current employee, more than 1 year","Amiable, friendly cultures in general","Big wheel, hard to blend in"
Senior account executive,5.0,"Nov 21, 2024",Former employee,"Best place to work, cutting edge tech",None that I can think of! 5 words filled.
Director,2.0,"Nov 1, 2024","Current employee, more than 3 years","Good benefits, Brand gets recognition on CV","Extremely political, too much deadweight management"
Microsoft azure specialist,1.0,"Nov 1, 2024","Current employee, more than 3 years","Good solution, nice office and looks good on cv","In Microsoft's recruitment processes, many job postings are not fairly open to external and internal candidates; they are often posted superficially and then closed. Additionally, there is a lack of quality standards in the interview processes. This situation leads to the loss of talented and intelligent individuals, posing a risk of weakening the company's competitiveness."
Senior software engineer,5.0,"Nov 18, 2024",Current employee,"- Good work life balance
- Good company culture
- Interesting products",- Less compensation than other big techs
Swe 2,4.0,"Oct 21, 2024","Current employee, more than 3 years","Awesome culture
Indian leadership are great, they always meet the expectation","Not for those who is starting their career. Ideas flow from top to down, Once you need WLB in your career then join this"
Software engineer,3.0,"Nov 26, 2024","Current employee, more than 1 year",Friendly environment and healthy work life balancr,"Unstable environment with too many changes. 
Pay is not good"
Solution specialist,5.0,"Nov 18, 2024","Former employee, more than 1 year","Good learning opportunities
Competitive pay and benefits","High workload and pressure
Sometimes hard to find right resources given the scale of this organisation."
Project manager,3.0,"Nov 18, 2024","Current employee, less than 1 year","good TC, supportive of well-being",pace can be a bit slow to introduce changes to policy.
Senior product manager,4.0,"Nov 10, 2024","Current employee, more than 1 year","- Good Benefits
- Work Remotely
- Team atmosphere has been good.",Work-life Balance - A lot of cross timezone communications (but this can vary from team to team)
Technical support engineer,5.0,"Jan 10, 2024","Current employee, more than 1 year","Some of the best reasons from my point of view are the great company culture and workplace environment. Regardless of the technical area there are high chances to land in a united team which will make daily work more fun. 

In addition, because the culture is focused on growth mindset, most of the colleagues will enjoy to help you grow. It's easy to find mentors and people to learn from both technical and soft skills. 

Since it's a big company you have the opportunity to build a strong network that will help you in your professional journey, to gain insights about different roles and find the one that motivates you the most. 

Of course, you have the chance to have big positive impact on others and assist others to develop themselves as well.

The company provides internal development programs, trainings, and opportunities to transition to other roles.","In my case I would prefer working hours from 8 am - 5 pm instead of 9 am - 6 pm (1h break included) but this is not really a ""cons"" because it depends on the team and business requirements. Also this is a personal prefference. Usually, you can discuss with your manager and if your suggestion fits with the business requirement, the schedule can be adapted."
Technical support engineer,4.0,"Nov 4, 2024","Current employee, more than 3 years","Good learning path
Easy access to Help. People are helpful and various channels where you can seek help","No good % hike from past couple of years
Internal movement for lateral hires is difficult"
Sr. technical advisor,5.0,"Nov 21, 2024","Current employee, more than 5 years","Amazing, Culture, work life n balance.","Being a giant, Need to improve compensation as per Industry standard."
Software engineer,5.0,"Nov 30, 2024",Current employee,Good company it is nice,Competitive and little extra effort needed
Software developer,4.0,"Nov 26, 2024","Current employee, more than 3 years",Good amount of work in AI,Less pay compared to other faang companies
Account manager,4.0,"Dec 2, 2024","Current employee, more than 3 years","Work life balance, Competitive Pay","Lots of red tape, slower paced"
Software engineer ii,4.0,"Nov 3, 2024","Current employee, more than 1 year","Opportunity to work on great products, a lot of learning opportunities, company culture overall is good",It is hard to get promotion. Salary is very lower compared to other companies in Prague
Software engineer,3.0,"Nov 18, 2024","Current employee, more than 1 year","This is a fake review, but im sure the employer is great","Well, its MS so Im sure there are a few"
Data scientist,4.0,"Nov 18, 2024","Current employee, more than 5 years","- work life balance
- great company culture
- nice people to work with","- no clear career path
- very slow promo"
Software developer,5.0,"Dec 2, 2024","Current employee, less than 1 year","Comfortability, Environment, Salary, Opportunities, People","nothing, nothing, nothing, nothing, nothing"
Program manager,4.0,"Nov 23, 2024","Current employee, more than 3 years",Good people to work within the organisation.,Limited non-technical opportunities in the organisation
Customer engineer ii,4.0,"Jul 20, 2023","Current employee, more than 5 years","Global Technology Leader: Microsoft is a renowned global technology leader, and working at its Bangalore office provides the opportunity to be part of innovative projects and cutting-edge technologies that have a significant impact on the world. Diverse and Inclusive Culture: Microsoft emphasizes diversity and inclusion, creating an environment where employees from diverse backgrounds and experiences can thrive. This fosters a collaborative and supportive workplace culture. Career Growth and Learning Opportunities: Microsoft encourages continuous learning and provides access to numerous resources, training programs, and certifications, empowering employees to grow both personally and professionally. Impactful Projects: Working at Microsoft Bangalore offers the chance to contribute to projects that have a real-world impact, solving complex challenges and driving positive change across industries and communities. Work-Life Balance: Microsoft values work-life balance and promotes a flexible work environment, allowing employees to maintain a healthy balance between their personal and professional lives. This helps in maintaining overall well-being and productivity.","Workload and Pressure: Working at Microsoft Bangalore can sometimes involve high workloads and pressure, especially during critical project deadlines, which may lead to stressful work situations. Competitive Environment: As a technology leader, Microsoft Bangalore attracts top talent, making the work environment highly competitive, which may require employees to constantly stay at the top of their game. Office Politics: Like any large organization, there might be instances of office politics that can impact team dynamics and create challenges in collaboration and decision-making. Long Working Hours: Certain roles and projects may demand long working hours, potentially affecting work-life balance for some employees. Commute and Traffic: Bangalore is known for its traffic congestion, and commuting to and from the office can be time-consuming and stressful for employees living far from the workplace."
Software engineer ii,3.0,"Nov 16, 2024","Current employee, more than 3 years",Very good WLB and intellectually challenging work,"Comparatively bad pay, Have to play politics to get ahead"
Account executive,5.0,"Nov 26, 2024","Current employee, more than 8 years",Great place to work and grow,none to think of really
Software engineer,4.0,"Nov 5, 2024",Former employee,"- Strong and professional manager and colleagues 
- Felt well compensated
- Facilities are great","- Many boaring tasks, to much DevOps 
- On call was a nightmare"
Software engineer,4.0,"Oct 22, 2024",Current employee,"Room to learn
work life balance
supportive manager (thos this is highly variable)","deal at Microsoft and annual himes, specially stock refreshers"
Senior security engineer,3.0,"Nov 13, 2024",Current employee,Good pay and benefits for the first 5 years.,Satya has become an absentee CEO. No longer talks directly with staff
